SampleID,name,Type,Group
P2268,Rhodospirillum_rubrum_strain_DSM_467,anaerobe,group1
P2270,Rhodovulum_sulfidophilum_DSM_1374_strain_DSM_1374,anaerobe,group1
P2271,Rhodovulum_sulfidophilum_strain_DSM_2351,anaerobe,group1
P2276,Romboutsia_ilealis_strain_CRIB,anaerobe,group1
P2278,Roseburia_hominis_A2_183_strain_A2_183,anaerobe,group2
P2277,Roseburia_hominis_A2183_strain_A2183,anaerobe,group2
P2279,Roseburia_intestinalis_L1_82_strain_L1_82,anaerobe,group1
P2280,Roseburia_intestinalis_XB6B4_strain_XB6B4,anaerobe,group1
P2291,Rothia_terrae_strain_KJZ_14,anaerobe,group1
P2290,Rothia_terrae_strain_KJZ14,anaerobe,group2
P2295,Ruminococcus_albus_7___DSM_20455_strain_7,anaerobe,group1
P2297,Ruminococcus_champanellensis_18P13___JCM_17042_strain_type_strain_3A_18P13,anaerobe,group1
P2296,Ruminococcus_champanellensis_18P13___JCM_17042_strain_type_strain3A_18P13,anaerobe,group1
P2298,Ruminococcus_gnavus_ATCC_29149_strain_ATCC_29149,anaerobe,group2
P2299,Ruminococcus_gnavus_ATCC_29149_strain_JCM6515,anaerobe,group2
P2313,Schaalia_meyeri_strain_FDAARGOS_985,anaerobe,group1
P2314,Schaalia_meyeri_strain_W712,anaerobe,group2
P2315,Schaalia_odontolytica_strain_FDAARGOS_732,anaerobe,group1
P2316,Schaalia_odontolytica_strain_XH001,anaerobe,group1
P2318,Sebaldella_termitidis_ATCC_33386_strain_ATCC_33386,anaerobe,group1
P2320,Selenomonas_sputigena_ATCC_35185_strain_ATCC_35185,anaerobe,group1
P2334,Shewanella_marisflavi_strain_ECSMB14101,anaerobe,group2
P2335,Shewanella_marisflavi_strain_EP1,anaerobe,group1
P2346,Slackia_heliotrinireducens_DSM_20476_strain_DSM_20476,anaerobe,group1
P2347,Sphaerochaeta_globosa_str_Buddy_strain_Buddy,anaerobe,group1
P2349,Sphaerochaeta_pleomorpha_str__Grapes_strain_Grapes,anaerobe,group2
P2348,Sphaerochaeta_pleomorpha_str_Grapes_strain_Grapes,anaerobe,group1
P2376,Spirochaeta_thermophila_DSM_6192_strain_DSM_6192,anaerobe,group1
P2542,Staphylococcus_saccharolyticus_strain_13T0028,anaerobe,group1
P2543,Staphylococcus_saccharolyticus_strain_DVP5_16_4677,anaerobe,group2
P2546,Staphylococcus_simiae_strain_17941E,anaerobe,group2
P2547,Staphylococcus_simiae_strain_NCTC13838,anaerobe,group2
P2574,Streptococcus_canis_strain_B700072,anaerobe,group1
P2576,Streptococcus_canis_strain_HL_77_1,anaerobe,group1
P2625,Streptococcus_suis_SS12_strain_SS12,anaerobe,group1
P2630,Streptococcus_suis_strain_1081,anaerobe,group1
P2659,Succinivibrio_dextrinosolvens_strain_Z6,anaerobe,group2
P2660,Sulfuricurvum_kujiense_DSM_16994_strain_DSM_16994,anaerobe,group1
P2661,Sulfurimonas_denitrificans_DSM_1251_strain_DSM_1251,anaerobe,group1
P2662,Sulfurimonas_gotlandica_GD1_strain_GD1,anaerobe,group1
P2663,Sulfurimonas_paralvinellae_strain_GO25,anaerobe,group1
P2664,Sulfurospirillum_cavolei_strain_UCH003,anaerobe,group1
P2665,Sulfurospirillum_deleyianum_DSM_6946_strain_DSM_6946,anaerobe,group1
P2667,Sulfurospirillum_halorespirans_DSM_13726_strain_PCE_M2,anaerobe,group1
P2666,Sulfurospirillum_halorespirans_DSM_13726_strain_PCEM2,anaerobe,group1
P2668,Sulfurospirillum_multivorans_DSM_12446_strain_DSM_12446,anaerobe,group1
P2669,Sulfurospirillum_multivorans_strain_N,anaerobe,group1
P2671,Sulfurovum_lithotrophicum_strain_ATCC_BAA_797,anaerobe,group2
P2670,Sulfurovum_lithotrophicum_strain_ATCC_BAA797,anaerobe,group2
P2673,Sutterella_megalosphaeroides_strain_6FBBBH3,anaerobe,group1
P2674,Sutterella_wadsworthensis_strain_FDAARGOS_1159,anaerobe,group1
P2676,Synergistetes_bacterium_hgw_synergistetes_1,anaerobe,group2
P2677,Syntrophobacter_fumaroxidans_MPOB_strain_MPOB,anaerobe,group1
P2678,Syntrophobotulus_glycolicus_DSM_8271_strain_DSM_8271,anaerobe,group1
P2679,Syntrophomonas_wolfei_subsp_wolfei_str_Goettingen_G311_strain_Goettingen,anaerobe,group1
P2680,Syntrophothermus_lipocalidus_DSM_12680_strain_DSM_12680,anaerobe,group2
P2681,Syntrophus_aciditrophicus_SB_strain_SB,anaerobe,group2
P2682,Tannerella_forsythia_92A2_strain_92A2,anaerobe,group2
P2683,Tannerella_forsythia_KS16_strain_KS16,anaerobe,group1
P2701,Thalassospira_xiamenensis_M_5___DSM_17429_strain_M_5,anaerobe,group1
P2700,Thalassospira_xiamenensis_M5___DSM_17429_strain_M5,anaerobe,group1
P2706,Thermanaerovibrio_acidaminovorans_DSM_6589_strain_DSM_6589,anaerobe,group1
P2711,Thermoanaerobacter_italicus_Ab9_strain_Ab9,anaerobe,group1
P2713,Thermoanaerobacter_kivui_strain_LKT_1,anaerobe,group1
P2712,Thermoanaerobacter_kivui_strain_LKT1,anaerobe,group1
P2715,Thermoanaerobacter_mathranii_subsp__mathranii_str__A3_strain_A3,anaerobe,group1
P2714,Thermoanaerobacter_mathranii_subsp_mathranii_str_A3_strain_A3,anaerobe,group2
P2716,Thermoanaerobacter_siderophilus_SR4_strain_SR4,anaerobe,group1
P2718,Thermoanaerobacter_wiegelii_Rt8_B1_strain_Rt8_B1,anaerobe,group2
P2717,Thermoanaerobacter_wiegelii_Rt8B1_strain_Rt8B1,anaerobe,group1
P2707,Thermoanaerobacterium_thermosaccharolyticum_DSM_571_strain_DSM_571,anaerobe,group1
P2708,Thermoanaerobacterium_thermosaccharolyticum_strain_TG57,anaerobe,group1
P2710,Thermoanaerobacterium_xylanolyticum_LX_11_strain_LX_11,anaerobe,group1
P2709,Thermoanaerobacterium_xylanolyticum_LX11_strain_LX11,anaerobe,group1
P2723,Thermoclostridium_stercorarium_subsp__stercorarium_DSM_8532_strain_DSM_8532,anaerobe,group1
P2722,Thermoclostridium_stercorarium_subsp_stercorarium_DSM_8532_strain_DSM_8532,anaerobe,group1
P2725,Thermodesulfatator_indicus_DSM_15286_strain_DSM_15286,anaerobe,group1
P2726,Thermodesulfobium_narugense_DSM_14796_strain_DSM_14796,anaerobe,group1
P2729,Thermosediminibacter_oceani_DSM_16646_strain_DSM_16646,anaerobe,group1
P2730,Thermosipho_africanus_TCF52B_strain_TCF52B,anaerobe,group1
P2731,Thermosipho_melanesiensis_strain_431,anaerobe,group1
P2732,Thermotoga_maritima_MSB8_strain_MSB8,anaerobe,group1
P2733,Thermotoga_maritima_strain_Tma100,anaerobe,group1
P2735,Thermotoga_naphthophila_RKU_10_strain_RKU_10,anaerobe,group1
P2734,Thermotoga_naphthophila_RKU10_strain_RKU10,anaerobe,group2
P2736,Thermotoga_profunda_AZM34c06_strain_AZM34c06,anaerobe,group1
P2737,Thermovibrio_ammonificans_HB1_strain_HB1,anaerobe,group1
P2746,Treponema_azotonutricium_ZAS9_strain_ZAS9,anaerobe,group1
P2748,Treponema_denticola_AL_2_strain_AL_2,anaerobe,group1
P2749,Treponema_denticola_ATCC_35404_strain_ATCC_35404,anaerobe,group1
P2750,Treponema_parvum_strain_ATCC_700770,anaerobe,group2
P2751,Treponema_parvum_strain_ATCC_700773,anaerobe,group1
P2752,Treponema_pedis_strain_KS1,anaerobe,group2
P2753,Treponema_pedis_strain_T3552B,anaerobe,group2
P2755,Treponema_putidum_strain_OMZ_758__ATCC_700334_,anaerobe,group1
P2756,Treponema_ruminis_strain_RU1,anaerobe,group1
P2757,Treponema_succinifaciens_DSM_2489_strain_DSM_2489,anaerobe,group1
P2764,Trueperella_pyogenes_strain_TP1,anaerobe,group1
P2765,Trueperella_pyogenes_strain_TP2,anaerobe,group2
P2775,Vallitalea_pronyensis_strain_FatNI3,anaerobe,group1
P2777,Veillonella_dispar_strain_NCTC11831,anaerobe,group1
P2778,Veillonella_parvula_DSM_2008_strain_DSM_2008,anaerobe,group1
P2779,Veillonella_parvula_strain_FDAARGOS_1046,anaerobe,group1
P2780,Veillonella_rodentium_strain_NCTC12018,anaerobe,group1
P2830,Weissella_koreensis_KACC_15510_strain_KACC_15510,anaerobe,group2
P2831,Weissella_koreensis_strain_CBA3615,anaerobe,group1
P2834,Weissella_soli_strain_CBA3633,anaerobe,group2
P2835,Weissella_soli_strain_KACC_11848,anaerobe,group1
P2838,Wolinella_succinogenes_strain_NCTC11488,anaerobe,group1
P001,Acaryochloris_marina_MBIC11017_strain_MBIC11017,aerobe,group1
P004,Acetobacter_aceti_strain_JCM20276,aerobe,group1
P005,Acetobacter_pasteurianus_IFO_32830142C_strain_IFO_3283_substr_IFO_32830142C,aerobe,group1
P006,Acetobacter_pomorum_strain_BDGP5,aerobe,group1
P007,Acetobacter_senegalensis_strain_108B,aerobe,group2
P010,Achromobacter_deleyi_strain_FDAARGOS_1050,aerobe,group2
P011,Achromobacter_insolitus_strain_AB2,aerobe,group1
P012,Achromobacter_pestifer_strain_FDAARGOS_790,aerobe,group2
P013,Achromobacter_spanius_strain_DSM_23806,aerobe,group1
P014,Achromobacter_xylosoxidans_A8_strain_A8,aerobe,group2
P019,Acidiphilium_cryptum_jf_5_gca_000016725ASM1672v1pepall,aerobe,group1
P029,Acidobacterium_capsulatum_ATCC_51196_strain_ATCC_51196,aerobe,group1
P030,Acidothermus_cellulolyticus_11B_strain_11B__ATCC_43068,aerobe,group1
P032,Acinetobacter_baumannii_AB0057_strain_AB0057,aerobe,group2
P033,Acinetobacter_baylyi_ADP1_strain_ADP1,aerobe,group1
P034,Acinetobacter_bereziniae_strain_GD03185,aerobe,group1
P035,Acinetobacter_bouvetii_strain_JCM_18991,aerobe,group1
P036,Acinetobacter_dispersus_strain_NCCP_16014,aerobe,group1
P037,Acinetobacter_equi_strain_114,aerobe,group1
P038,Acinetobacter_guillouiae_strain_NBRC_110550,aerobe,group2
P039,Acinetobacter_gyllenbergii_strain_NCCP_16015,aerobe,group1
P040,Acinetobacter_indicus_strain_8012,aerobe,group2
P041,Acinetobacter_johnsonii_strain_Acsw19,aerobe,group1
P042,Acinetobacter_lactucae_,aerobe,group1
P043,Acinetobacter_larvae_strain_BRTC1,aerobe,group1
P044,Acinetobacter_nosocomialis_M2_strain_M2,aerobe,group1
P045,Acinetobacter_oleivorans_DR1_strain_DR1,aerobe,group1
P047,Acinetobacter_pittii_PHEA2_strain_PHEA2,aerobe,group2
P048,Acinetobacter_radioresistens_DSM_6976___NBRC_102413___CIP_103788_strain_NBRC_102413,aerobe,group2
P049,Acinetobacter_schindleri_strain_ACE,aerobe,group1
P050,Acinetobacter_soli_strain_GFJ2,aerobe,group1
P051,Acinetobacter_towneri_strain_19110F47,aerobe,group1
P052,Acinetobacter_ursingii_strain_FDAARGOS_1095,aerobe,group1
P053,Acinetobacter_venetianus_VEC3_strain_VEC3,aerobe,group2
P054,Acinetobacter_wuhouensis_strain_WCHA60,aerobe,group1
P055,Actinobacillus_lignieresii_strain_NCTC10568,aerobe,group1
P058,Actinobacillus_suis_ATCC_33415_strain_ATCC_33415,aerobe,group1
P059,Actinocatenispora_thailandica_strain_NBRC_105041,aerobe,group1
P063,Actinomyces_radicidentis_strain_CCUG_36733,aerobe,group2
P066,Actinoplanes_friuliensis_DSM_7358_strain_DSM_7358,aerobe,group1
P067,Actinoplanes_missouriensis_431_strain_431,aerobe,group1
P068,Adhaeribacter_swui_strain_KCTC_52873,aerobe,group1
P069,Advenella_mimigardefordensis_DPN7_strain_DPN7,aerobe,group1
P070,Aequorivita_sublithincola_DSM_14238_strain_DSM_14238,aerobe,group2
P073,Aerococcus_urinaehominis_strain_CCUG42038B,aerobe,group2
P076,Aerococcus_viridans_strain_CCUG4311,aerobe,group2
P077,Aeromicrobium_choanae_strain_9H4,aerobe,group1
P078,Aeromonas_dhakensis_strain_170628330,aerobe,group2
P082,Aeromonas_veronii_B565_strain_B565,aerobe,group1
P083,Aggregatibacter_actinomycetemcomitans_HK1651_strain_HK1651,aerobe,group2
P085,Aggregatibacter_segnis_ATCC_33393_strain_NCTC_10977,aerobe,group2
P086,Agrobacterium_radiobacter_K84_strain_K84,aerobe,group1
P087,Agrobacterium_salinitolerans_strain_DG31,aerobe,group1
P088,Agrobacterium_tumefaciens_LBA4213__Ach5__strain_LBA4213__Ach5_,aerobe,group1
P089,Agrococcus_jejuensis_strain_DSM_22002,aerobe,group1
P136,Alcaligenes_faecalis_strain_AN70,aerobe,group1
P137,Alcanivorax_borkumensis_SK2_strain_SK2,aerobe,group2
P138,Aliarcobacter_butzleri_strain_NCTC_12481,aerobe,group2
P139,Aliarcobacter_cibarius_strain_H743,aerobe,group1
P140,Aliarcobacter_cryaerophilus_strain_16CS03691AR4,aerobe,group1
P141,Aliarcobacter_faecis_strain_CCUG_66484,aerobe,group1
P142,Aliarcobacter_lanthieri_strain_LMG_28516,aerobe,group2
P143,Aliarcobacter_skirrowii_strain_A2S6,aerobe,group1
P146,Alicyclobacillus_acidocaldarius_subsp_acidocaldarius_DSM_446_strain_DSM_446,aerobe,group1
P147,Alicyclobacillus_ferrooxydans_strain_ALEF1,aerobe,group1
P148,Aliivibrio_fischeri_SR5_strain_SR5,aerobe,group1
P153,Alkalihalobacillus_clausii_strain_DSM_8716,aerobe,group2
P158,Allofrancisella_inopinata_strain_SYSU_YG23,aerobe,group1
P159,Altererythrobacter_epoxidivorans_strain_CGMCC_17731,aerobe,group1
P160,Alteromonas_macleodii_,aerobe,group1
P161,Alteromonas_pelagimontana_strain_512,aerobe,group1
P162,Alteromonas_stellipolaris_LMG_21856_strain_LMG_21856,aerobe,group1
P165,Amycolatopsis_mediterranei_S699_strain_S699,aerobe,group1
P166,Anabaena_variabilis_ATCC_29413,aerobe,group1
P176,Anaplasma_centrale_str_Israel_strain_Israel,aerobe,group1
P178,Antarcticibacterium_flavum_strain_JB01H24,aerobe,group1
P179,Apilactobacillus_kunkeei_strain_MP2,aerobe,group1
P180,Aquicella_siphonis_strain_SGT108,aerobe,group1
P181,Aquifex_aeolicus_VF5_strain_VF5,aerobe,group1
P189,Arcobacter_butzleri_7h1h_strain_7h1h,aerobe,group1
P190,Arcobacter_cryaerophilus_ATCC_43158_strain_ATCC_43158,aerobe,group2
P191,Arcobacter_defluvii_strain_LMG_25694,aerobe,group2
P192,Arcobacter_nitrofigilis_DSM_7299_strain_DSM_7299,aerobe,group2
P193,Arcobacter_porcinus_strain_CCUG_56899,aerobe,group2
P194,Arcobacter_skirrowii_CCUG_10374_strain_CCUG_10374,aerobe,group1
P195,Arcobacter_thereius_LMG_24486_strain_LMG_24486,aerobe,group1
P196,Arcobacter_trophiarum_LMG_25534_strain_LMG_25534,aerobe,group2
P198,Arsenophonus_nasoniae_strain_FIN,aerobe,group1
P199,Arthrobacter_alpinus_strain_A3,aerobe,group2
P200,Arthrobacter_citreus_strain_NEB_577,aerobe,group1
P202,Asticcacaulis_excentricus_CB_48_strain_CS_48,aerobe,group2
P204,Aurantiacibacter_gangjinensis_strain_JCM_15420,aerobe,group1
P205,Avibacterium_paragallinarum_strain_ADLAP02,aerobe,group1
P206,Avibacterium_volantium_strain_NCTC3438,aerobe,group1
P207,Azospira_restricta_strain_DSM_18626,aerobe,group1
P211,Azospirillum_thiophilum_strain_BVS,aerobe,group1
P212,Azotobacter_vinelandii_DJ_strain_DJ__ATCC_BAA1303,aerobe,group1
P213,Bacillus_altitudinis_strain_1111,aerobe,group1
P214,Bacillus_atrophaeus_1942_strain_1942,aerobe,group1
P216,Bacillus_cellulosilyticus_DSM_2522_strain_DSM_2522,aerobe,group1
P217,Bacillus_circulans_strain_FDAARGOS_783,aerobe,group1
P218,Bacillus_coagulans_26_strain_26,aerobe,group1
P219,Bacillus_gobiensis_strain_FJAT4402,aerobe,group2
P220,Bacillus_halotolerans_strain_F413,aerobe,group1
P224,Bacillus_marisflavi_strain_15125,aerobe,group2
P227,Bacillus_mojavensis_strain_LDFZ001,aerobe,group2
P228,Bacillus_mycoides_DSM_2048_strain_DSM_2048,aerobe,group2
P230,Bacillus_oceanisediminis_2691_strain_2691,aerobe,group1
P231,Bacillus_oleronius_strain_DSM_9356,aerobe,group2
P238,Bacillus_smithii_strain_DSM_4216,aerobe,group1
P240,Bacillus_tropicus_strain_AOACPS1,aerobe,group1
P279,Bartonella_bacilliformis_KC583_strain_KC583__ATCC_35685,aerobe,group1
P280,Bartonella_birtlesii_IBS_325_strain_IBS_325,aerobe,group1
P281,Bartonella_bovis_914_strain_914,aerobe,group1
P282,Bartonella_henselae_strain_BM1374163,aerobe,group1
P283,Bartonella_quintana_RM11_strain_RM11,aerobe,group1
P284,Bartonella_schoenbuchensis_R1_strain_R1,aerobe,group1
P285,Bartonella_vinsonii_strain_NCTC12905,aerobe,group1
P286,Bdellovibrio_bacteriovorus_HD100_strain_HD100,aerobe,group1
P287,Beijerinckia_indica_subsp_indica_ATCC_9039_strain_ATCC_9039,aerobe,group1
P288,Beutenbergia_cavernae_DSM_12333_strain_DSM_12333,aerobe,group1
P289,Bibersteinia_trehalosi_USDAARSUSMARC189_strain_USDAARSUSMARC189,aerobe,group1
P402,Bordetella_avium_strain_144061,aerobe,group2
P403,Bordetella_bronchialis_strain_AU17976,aerobe,group1
P404,Bordetella_bronchiseptica_253_strain_253,aerobe,group1
P405,Bordetella_parapertussis_12822_strain_12822,aerobe,group2
P407,Bordetella_trematum_strain_CBM01,aerobe,group1
P408,Borrelia_turcica_IST7_strain_IST7,aerobe,group1
P409,Borreliella_afzelii_K78_strain_K78,aerobe,group2
P410,Borreliella_bavariensis_PBi_strain_PBi,aerobe,group1
P411,Borreliella_burgdorferi_B31_strain_B31,aerobe,group2
P412,Borreliella_garinii_BgVir_strain_BgVir,aerobe,group1
P413,Borreliella_valaisiana_Tom4006_strain_Tom4006,aerobe,group1
P414,Brachybacterium_faecium_DSM_4810_strain_DSM_4810,aerobe,group2
P415,Brachybacterium_ginsengisoli_strain_DCY80,aerobe,group2
P416,Brachybacterium_saurashtrense_strain_DSM_23186,aerobe,group1
P420,Bradyrhizobium_betae_strain_PL7HG1,aerobe,group1
P421,Bradyrhizobium_canariense_strain_GAS369,aerobe,group2
P422,Bradyrhizobium_diazoefficiens_USDA_110_strain_USDA110,aerobe,group1
P423,Bradyrhizobium_japonicum_SEMIA_5079_strain_SEMIA_5079,aerobe,group1
P424,Bradyrhizobium_oligotrophicum_S58_strain_S58,aerobe,group1
P425,Bradyrhizobium_vignae_,aerobe,group2
P426,Brenneria_nigrifluens_DSM_30175___ATCC_13028_strain_ATCC_13028,aerobe,group1
P427,Brevibacillus_brevis_NBRC_100599_strain_NBRC_100599,aerobe,group1
P428,Brevibacillus_laterosporus_DSM_25_strain_DSM_25,aerobe,group2
P429,Brevibacterium_casei_strain_FDAARGOS_1100,aerobe,group2
P430,Brevibacterium_frigoritolerans_strain_ZB201705,aerobe,group2
P431,Brevibacterium_linens_strain_ATCC_19391,aerobe,group1
P432,Brevibacterium_luteolum_strain_NEB1784,aerobe,group1
P433,Brevibacterium_siliguriense_strain_DSM_23676,aerobe,group2
P437,Brevundimonas_subvibrioides_ATCC_15264_strain_ATCC_15264,aerobe,group2
P438,Brochothrix_thermosphacta_strain_BI,aerobe,group1
P443,Brucella_anthropi_strain_FDAARGOS_1039,aerobe,group1
P444,Brucella_ceti_TE1075912_strain_TE1075912,aerobe,group1
P445,Brucella_inopinata_strain_141012304,aerobe,group1
P446,Brucella_microti_CCM_4915_strain_CCM_4915,aerobe,group1
P447,Brucella_pinnipedialis_strain_23a1,aerobe,group1
P448,Brucella_pituitosa_strain_AA2,aerobe,group1
P449,Burkholderia_ambifaria_AMMD_strain_AMMD,aerobe,group1
P450,Burkholderia_anthina_strain_1CH1,aerobe,group1
P451,Burkholderia_contaminans_strain_170816,aerobe,group1
P452,Burkholderia_diffusa_strain_RF2nonBP9,aerobe,group1
P453,Burkholderia_dolosa_AU0158_strain_AU0158,aerobe,group1
P454,Burkholderia_gladioli_BSR3_strain_BSR3,aerobe,group2
P455,Burkholderia_lata_strain_A05,aerobe,group1
P456,Burkholderia_latens_strain_AU0505,aerobe,group1
P457,Burkholderia_metallica_strain_FL6530S1D7,aerobe,group1
P458,Burkholderia_multivorans_ATCC_17616_strain_ATCC_17616,aerobe,group1
P459,Burkholderia_oklahomensis_C6786_strain_C6786,aerobe,group1
P460,Burkholderia_pseudomultivorans_strain_SUBINT23BP2,aerobe,group2
P461,Burkholderia_pyrrocinia_strain_DSM_10685,aerobe,group1
P462,Burkholderia_seminalis_strain_869T2,aerobe,group1
P463,Burkholderia_stabilis_,aerobe,group1
P464,Burkholderia_stagnalis_strain_MSMB735WGS,aerobe,group2
P465,Burkholderia_territorii_strain_MSMB2203WGS,aerobe,group1
P466,Burkholderia_thailandensis_2002721643_strain_2002721643,aerobe,group1
P467,Burkholderia_ubonensis_MSMB22_strain_MSMB22,aerobe,group1
P468,Burkholderia_vietnamiensis_LMG_10929_strain_LMG_10929,aerobe,group1
P482,Campylobacter_avium_LMG_24591_strain_LMG_24591,aerobe,group1
P483,Campylobacter_blaseri_strain_LMG_30333,aerobe,group1
P484,Campylobacter_canadensis_strain_LMG_24001,aerobe,group2
P485,Campylobacter_coli_15537360_strain_15537360,aerobe,group1
P496,Campylobacter_cuniculorum_DSM_23162___LMG_24588_strain_LMG_24588,aerobe,group1
P499,Campylobacter_geochelonis_strain_LMG_29375,aerobe,group1
P501,Campylobacter_helveticus_strain_2013D9613,aerobe,group1
P502,Campylobacter_hyointestinalis_,aerobe,group1
P503,Campylobacter_iguaniorum_strain_1485E,aerobe,group1
P504,Campylobacter_insulaenigrae_NCTC_12927_strain_NCTC_12927,aerobe,group1
P505,Campylobacter_jejuni_32488_strain_32488,aerobe,group1
P506,Campylobacter_lanienae_,aerobe,group1
P507,Campylobacter_lari_CCUG_22395_strain_CCUG_22395,aerobe,group1
P510,Campylobacter_ornithocola_strain_LMG_29815,aerobe,group1
P511,Campylobacter_peloridis_LMG_23910_strain_LMG_23910,aerobe,group1
P512,Campylobacter_pinnipediorum_subsp_caledonicus_strain_RM18020,aerobe,group1
P516,Campylobacter_sputorum_biovar_sputorum_strain_LMG_7795,aerobe,group1
P517,Campylobacter_subantarcticus_LMG_24377_strain_LMG_24377,aerobe,group1
P518,Campylobacter_upsaliensis_RM3940_strain_RM3940,aerobe,group1
P521,Campylobacter_volucris_LMG_24379_strain_LMG_24379,aerobe,group1
P523,Capnocytophaga_canimorsus_strain_7120,aerobe,group1
P527,Capnocytophaga_leadbetteri_strain_H6253,aerobe,group1
P532,Carnobacterium_divergens_strain_TMW_21579,aerobe,group1
P533,Carnobacterium_inhibens_subsp_gilichinskyi_strain_WN1359,aerobe,group1
P534,Carnobacterium_maltaromaticum_LMA28_strain_LMA28,aerobe,group1
P535,Catenulispora_acidiphila_DSM_44928_strain_DSM_44928,aerobe,group1
P536,Caulobacter_henricii_strain_CB4,aerobe,group1
P537,Caulobacter_mirabilis_strain_FWC_38,aerobe,group1
P538,Caulobacter_rhizosphaerae_strain_KCTC_52515,aerobe,group1
P539,Caulobacter_vibrioides_CB15_strain_CB15,aerobe,group2
P542,Cellulophaga_algicola_DSM_14237_strain_DSM_14237,aerobe,group1
P543,Cellulophaga_baltica_NN016038_strain_NN016038,aerobe,group1
P544,Cellulophaga_lytica_DSM_7489_strain_DSM_7489,aerobe,group1
P545,Cellvibrio_japonicus_Ueda107_strain_Ueda107,aerobe,group1
P550,Chitinophaga_caeni_strain_13,aerobe,group1
P551,Chitinophaga_pinensis_DSM_2588_strain_DSM_2588,aerobe,group1
P558,Chromobacterium_haemolyticum_strain_CH06BL,aerobe,group1
P560,Chromobacterium_vaccinii_strain_211,aerobe,group1
P563,Chromohalobacter_salexigens_DSM_3043_strain_DSM_3043,aerobe,group1
P564,Chryseobacterium_bernardetii_strain_G0229,aerobe,group1
P565,Chryseobacterium_carnipullorum_strain_F9942,aerobe,group2
P566,Chryseobacterium_gleum_strain_110146,aerobe,group1
P567,Chryseobacterium_haifense_strain_G0079,aerobe,group2
P568,Chryseobacterium_joostei_strain_DSM_16927,aerobe,group1
P569,Chryseobacterium_nakagawai_strain_G0041,aerobe,group1
P570,Chryseobacterium_piperi_strain_ATCC_BAA1782,aerobe,group1
P573,Citrobacter_amalonaticus_strain_133355SWC4Cam,aerobe,group2
P574,Citrobacter_braakii_strain_Colony244,aerobe,group1
P575,Citrobacter_farmeri_strain_AUSMDU00008141,aerobe,group1
P576,Citrobacter_freundii_,aerobe,group1
P581,Citrobacter_sedlakii_strain_3347089II,aerobe,group1
P582,Citrobacter_werkmanii_,aerobe,group2
P583,Clavibacter_michiganensis_subsp_michiganensis_NCPPB_382_strain_NCPPB_382,aerobe,group1
P648,Comamonas_testosteroni_TK102_strain_TK102,aerobe,group2
P649,Conexibacter_woesei_DSM_14684_strain_DSM_14684,aerobe,group1
P652,Coraliomargarita_akajimensis_DSM_45221_strain_DSM_45221,aerobe,group1
P656,Corynebacterium_pseudotuberculosis_strain_PA01,aerobe,group1
P657,Corynebacterium_resistens_DSM_45100_strain_DSM_45100,aerobe,group1
P658,Corynebacterium_riegelii_strain_FDAARGOS_1114,aerobe,group1
P663,Corynebacterium_stationis_strain_622_DSM_20302,aerobe,group1
P664,Corynebacterium_terpenotabidum_Y11_strain_Y11,aerobe,group1
P666,Corynebacterium_timonense_strain_DSM_45434,aerobe,group1
P667,Corynebacterium_tuberculostearicum_strain_FDAARGOS_1117,aerobe,group1
P668,Corynebacterium_ulcerans_0102_strain_0102,aerobe,group1
P669,Corynebacterium_urealyticum_DSM_7109_strain_DSM_7109,aerobe,group1
P672,Corynebacterium_uterequi_strain_DSM_45634,aerobe,group2
P673,Corynebacterium_vitaeruminis_DSM_20294_strain_DSM_20294,aerobe,group1
P674,Corynebacterium_xerosis_strain_FDAARGOS_674,aerobe,group1
P680,Croceibacter_atlanticus_HTCC2559_strain_HTCC2559,aerobe,group2
P681,Croceicoccus_marinus_strain_OT19,aerobe,group1
P683,Cronobacter_dublinensis_subsp_dublinensis_LMG_23823_strain_LMG_23823,aerobe,group1
P685,Cronobacter_muytjensii_ATCC_51329_strain_ATCC_51329,aerobe,group1
P691,Cupriavidus_basilensis_strain_DSM_11853,aerobe,group1
P692,Cupriavidus_campinensis_strain_MJ1,aerobe,group1
P695,Cupriavidus_nantongensis_strain_X1,aerobe,group2
P696,Cupriavidus_necator_H16_strain_H16,aerobe,group1
P697,Cupriavidus_pinatubonensis_JMP134_strain_JMP134,aerobe,group1
P698,Cupriavidus_taiwanensis_,aerobe,group1
P714,Cytobacillus_gottheilii_strain_1839,aerobe,group1
P715,Cytobacillus_kochii_strain_BDGP4,aerobe,group2
P716,Cytobacillus_oceanisediminis_strain_YPWV2,aerobe,group1
P717,Cytophaga_hutchinsonii_ATCC_33406_strain_ATCC_33406,aerobe,group1
P733,Deinococcus_actinosclerus_strain_Deinococcus_actinosclerus_SJTR,aerobe,group1
P734,Deinococcus_deserti_VCD115_strain_VCD115,aerobe,group2
P735,Deinococcus_ficus_strain_CCFR210,aerobe,group1
P737,Deinococcus_irradiatisoli_strain_17bor2,aerobe,group1
P738,Deinococcus_peraridilitoris_DSM_19664_strain_DSM_19664,aerobe,group1
P739,Deinococcus_proteolyticus_MRP_strain_MRP,aerobe,group2
P740,Deinococcus_wulumuqiensis_R12_strain_R12,aerobe,group1
P741,Delftia_sp_Cs14_strain_Cs14,aerobe,group1
P782,Dickeya_chrysanthemi_NCPPB_3533_strain_NCPPB_3533,aerobe,group2
P792,Dietzia_timorensis_strain_ID05A0528,aerobe,group1
